openalex_id,doi,titulo,ano,periodico,source_id,issn,url,acesso_aberto,autores,docentes_ppge,linhas
"https://openalex.org/W4416175748","10.69849/revistaft/cl10202511131240","IMPACTO DO USO DE TROMBOLÍTICOS DURANTE O PERÍODO TERAPÊUTICO EM PACIENTES COM ACIDENTE VASCULAR CEREBRAL ISQUÊMICO","2025","Revista fisio&terapia.","https://openalex.org/S4404677285","1678-0817","https://doi.org/10.69849/revistaft/cl10202511131240","fechado","Adriana Pereira de Carvalho; N Pinheiro; Magda Rógéria Pereira Viana; Luiz Bezerra Neto; A. Silva","Luiz Bezerra Neto","EPFH"
"https://openalex.org/W4416282035","10.69849/revistaft/ni10202511171246","IMPORTÂNCIA DA PROFICIÊNCIA EM INGLÊS NA FORMAÇÃO ACADÊMICA E NO DESENVOLVIMENTO PROFISSIONAL EM MEDICINA: REVISÃO INTEGRATIVA","2025","Revista fisio&terapia.","https://openalex.org/S4404677285","1678-0817","https://doi.org/10.69849/revistaft/ni10202511171246","fechado","Lia Beatriz Andrade Brito; Lucas da Silva Alves; Adélia Dalva da Silva Oliveira; Magda Rogéria Pereira Viana; Luiz Bezerra Neto","Luiz Bezerra Neto","EPFH"
"https://openalex.org/W4416955549","10.11606/issn.2238-6149.v35i1-3e237247","Insistindo em revoluções: a problematização como “arma teórica” para a prática terapêutico-ocupacional social","2025","Revista de Terapia Ocupacional da Universidade de São Paulo","https://openalex.org/S4210174686","1415-9104","https://doi.org/10.11606/issn.2238-6149.v35i1-3e237247","aberto","Magno Nunes Farias; Roseli Esquerdo Lopes","Roseli Esquerdo Lopes","HFSE"
"https://openalex.org/W4413009711","10.55905/cuadv17n8-028","Intervenções terapêuticas e suportes profissionais para cuidadores de crianças e adolescentes com diagnóstico de Transtorno Opositor Desafiador: um estudo de revisão da literatura","2025","Cuadernos de Educación y Desarrollo","https://openalex.org/S4210194820","1989-4155","https://doi.org/10.55905/cuadv17n8-028","aberto","Kaíla da Silva Bontempo; Cláudia Maria Simões Martinez; María Cristina Piumbato Innocentini Hayashi; Karina Kaori Yoshida","Maria Cristina Piumbato Innocentini Hayashi","HFSE"
"https://openalex.org/W4409544705","10.35699/2447-6218.2024.57329","Jogos Indígenas Para e Na Educação das Relações Étnico-Raciais no Projeto “Vivências em Atividades Diversificadas de Lazer”","2025","Licere","https://openalex.org/S4210168781","1516-2168","https://doi.org/10.35699/2447-6218.2024.57329","aberto","Luiz Gonçalves; Matheus Oliveira Santos; Leonardo Costa Loreti Lopes; Leonardo Sena de Souza; Samuel Feliciano Pereira; Miriã Martins de Brito; Érica Vecchia","Luiz Gonçalves Junior","PSPE"
"https://openalex.org/W4411094792","10.18764/2595-1033v7n17.2024.10","Jornadas de 2013 e a questão racial no Brasil: trajetórias e experiências de jovens ativistas e militantes negras e negros","2025","Kwanissa Revista de Estudos Africanos e Afro-Brasileiros","https://openalex.org/S4387281569","2595-1033","https://doi.org/10.18764/2595-1033v7n17.2024.10","aberto","Gislene Silva; Luís Antônio Groppo; Alice Campos Claudino; Emanoely Ladeira Sigiani; Ana Flávia Custódio Silva","Luís Antonio Groppo","HFSE"
"https://openalex.org/W4409910427","10.1590/s1678-4634202551x278366en","Knowledge of educational practice revealed by a master shipwright during his work as a teacher-trainer","2025","Educação e Pesquisa","https://openalex.org/S2736467988","1517-9702","https://doi.org/10.1590/s1678-4634202551x278366en","aberto","Rayane de Jesus Santos Melo; Cármen Lúcia Brancaglion Passos","Carmen Lucia Brancaglion Passos","ECM"
"https://openalex.org/W4408346700","10.26843/ae.v18i00.1354","Lideranças escolares no Brasil na perspectiva da gestão democrática","2025","Revista mbienteeducação","https://openalex.org/S4210232383","1982-8632","https://doi.org/10.26843/ae.v18i00.1354","aberto","Ícaro Rodrigo Esposito; Renata Maria Moschen Nascente","Renata Maria Moschen Nascente","EETPC"
"https://openalex.org/W4413421224","10.36704/eef.v28i55.8636","Literatura infantil e suas contribuições às práticas do letramento matemático nos anos iniciais","2025","Educação em Foco","https://openalex.org/S2737392348","1519-3322","https://doi.org/10.36704/eef.v28i55.8636","aberto","Ketiny Luana Firmiano Proieti; Klinger Teodoro Ciríaco; José Wrigell","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4412514403","10.3390/healthcare13141757","Mapping the Unmet Informational Needs of Young Portuguese Female Cancer Survivors: Psychometric Validation of a Multidimensional Scale","2025","Healthcare","https://openalex.org/S4210214101","2227-9032","https://doi.org/10.3390/healthcare13141757","aberto","Luana Costa Almeida; Ana Bártolo; Sara Monteiro; Isabel S. Silva; Ana Conde; Alexandra M. Araújo; Luiz Lourenço; Isabel M. Santos","Luana Costa Almeida","EETPC"
"https://openalex.org/W7124895090","10.36311/2447-780x.2025.v11.e025014","Marcas da matemática escolar","2025","Revista do Instituto de Políticas Públicas de Marília","https://openalex.org/S4210219151","2447-780X","https://doi.org/10.36311/2447-780x.2025.v11.e025014","aberto","Adryan Matheus Silva dos Santos; Klinger Teodoro Ciríaco","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4409898883","10.3145/infonomy.25.013","Maternidad y dinámicas de cuidado en la trayectoria de investigadoras negras: indicadores preliminares de equidad","2025","INFONOMY","https://openalex.org/S4387290465","2990-2290","https://doi.org/10.3145/infonomy.25.013","aberto","María Cristina Piumbato Innocentini Hayashi; Camila Carneiro Dias Rigolin","Maria Cristina Piumbato Innocentini Hayashi","HFSE"
"https://openalex.org/W4413425519","10.46551/emd.v9n18a01","Mathematical Education, Curriculum (In)Justice, and the (un)told History of Mathematics","2025","Educação Matemática Debate","https://openalex.org/S4210174198","2526-6136","https://doi.org/10.46551/emd.v9n18a01","aberto","Flavio Augusto Leite Taveira; Zaqueu Vieira Oliveira; Maria do Carmo de Sousa","Maria do Carmo de Sousa","ECM"
"https://openalex.org/W4416989603","10.24220/2318-0870v30a2025e15504","Memorial de formação:","2025","Revista de Educação PUC-Campinas","https://openalex.org/S4210186489","1519-3993","https://doi.org/10.24220/2318-0870v30a2025e15504","aberto","Jucenilton Alves dos Santos; Rosa Maria Moraes Anunciato","Rosa Maria Moraes Anunciato","FPOAE"
"https://openalex.org/W7124938800","10.55028/revens.v6i10.23478","Memórias de uma Professora que ensina Matemática sobre Programas de Formação Continuada","2025","Revista Ensin UFMS","https://openalex.org/S4210210381","2525-7056","https://doi.org/10.55028/revens.v6i10.23478","aberto","Klinger Teodoro Ciríaco; José Wrigell; Adriele Gabrine Rossini Rodrigues","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4417043894","10.18764/2447-5777v10n1.2024.3","Metodologia Investigativa nos documentos oficiais no Amazonas: o ensino da química em foco","2025","Ensino & Multidisciplinaridade","https://openalex.org/S4210204886","2447-5777","https://doi.org/10.18764/2447-5777v10n1.2024.3","aberto","Kelly Batista de Azevedo; Ettore Paredes Antunes","Ettore Paredes Antunes","ECM"
"https://openalex.org/W4408905762","10.18225/ci.inf.v54i1.7563","Metodologías activas: un estudio terminológico según los medios y las condiciones didácticas","2025","Ciência da Informação","https://openalex.org/S4210227022","0100-1965","https://doi.org/10.18225/ci.inf.v54i1.7563","aberto","Raquel Juliana Prado Leite de Sousa; María Iolanda Monteiro","Maria Iolanda Monteiro","ECS"
"https://openalex.org/W4408892132","10.18225/ci.inf.v54i1.6078","Metodologias ativas","2025","Ciência da Informação","https://openalex.org/S4210227022","0100-1965","https://doi.org/10.18225/ci.inf.v54i1.6078","aberto","Raquel Juliana Prado Leite de Sousa; María Iolanda Monteiro","Maria Iolanda Monteiro","ECS"
"https://openalex.org/W4410085688","10.56083/rcv5n5-013","MORTE SÚBITA CARDÍACA E SUAS PRINCIPAIS ETIOLOGIAS NO CENÁRIO ATUAL: UMA REVISÃO DE LITERATURA","2025","Revista Contemporânea","https://openalex.org/S4387280582","2447-0961","https://doi.org/10.56083/rcv5n5-013","aberto","Moises Costa Silva; Paulo Ricardo Quaresma Nazion; Luiz Bezerra Neto","Luiz Bezerra Neto","EPFH"
"https://openalex.org/W4417500675","10.5335/rep.v32.17666","Movimento lógico-histórico e currículo","2025","Revista Espaço Pedagógico","https://openalex.org/S4210180488","0104-7469","https://doi.org/10.5335/rep.v32.17666","aberto","Wilson Francisco da Rocha Lima; Maria do Carmo de Sousa","Maria do Carmo de Sousa","ECM"
"https://openalex.org/W4412125202","10.7213/1981-416x.25.085.ds09pt","Narrativas de crianças sobre o jogo em contexto de transição da educação infantil para o 1° ano do ensino fundamental","2025","Revista Diálogo Educacional","https://openalex.org/S4306527104","1518-3483","https://doi.org/10.7213/1981-416x.25.085.ds09pt","aberto","Letícia Joia de Nois; Aline Sommerhalder; Luana Zanotto","Aline Sommerhalder","EETPC"
"https://openalex.org/W4408263905","10.29181/2594-6463-2025-v9-n1-p4-17","O Brincar nas narrativas de participantes do Programa Curumim do SESC Bauru-SP","2025","MOTRICIDADES Revista da Sociedade de Pesquisa Qualitativa em Motricidade Humana","https://openalex.org/S4210194316","2594-6463","https://doi.org/10.29181/2594-6463-2025-v9-n1-p4-17","aberto","Luiza Belluci Dantas; Denise Aparecida Corrêa","Denise Aparecida Correa","PSPE"
"https://openalex.org/W4415990294","10.36311/1519-0110.2025.v26.e025008","O CARÁTER BURGUÊS DO ENSINO PROFISSIONAL E SUA ARTICULAÇÃO COM O ENSINO MÉDIO","2025","Revista ORG & DEMO","https://openalex.org/S4210226875","1519-0110","https://doi.org/10.36311/1519-0110.2025.v26.e025008","aberto","Vagno Emygdio Machado Dias","Vagno Emygdio Machado Dias","HFSE"
"https://openalex.org/W4411398949","10.18222/eae.v36.10932","O clima escolar em uma escola do Programa de Ensino Integral do estado de São Paulo","2025","Estudos em Avaliação Educacional","https://openalex.org/S4210176890","0103-6831","https://doi.org/10.18222/eae.v36.10932","aberto","Adriano Moro; Renata Maria Moschen Nascente; Marcelo Oda Yamazato","Renata Maria Moschen Nascente","EETPC"
"https://openalex.org/W4415933278","10.51359/2177-9309.2025.266033","O cuidado e a educação mediados pela linguagem matemática na rotina da creche","2025","Em Teia | Revista de Educação Matemática e Tecnológica Iberoamericana","https://openalex.org/S4210213806","2177-9309","https://doi.org/10.51359/2177-9309.2025.266033","aberto","Klinger Teodoro Ciríaco; Priscila Domingues de Azevedo","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4414786132","10.1590/1980531411586","O DIÁLOGO INTERGERACIONAL EM UMA REDE COLABORATIVA ON-LINE DE FORMAÇÃO DE PROFESSORES","2025","Cadernos de Pesquisa","https://openalex.org/S4210172135","0100-1574","https://doi.org/10.1590/1980531411586","aberto","Aline de Cássia Damasceno Lagoeiro; Rosa Maria Moraes Anunciato","Rosa Maria Moraes Anunciato","FPOAE"
"https://openalex.org/W4416319977","10.1590/es.298333","O IMPACTO DAS POLÍTICAS DE AÇÃO AFIRMATIVA NO PROJETO EDUCACIONAL DE FAMÍLIAS NEGRAS: O PROGRAMA ABDIAS NASCIMENTO","2025","Educação & Sociedade","https://openalex.org/S2737687728","0101-7330","https://doi.org/10.1590/es.298333","aberto","Tatiane Cosentino Rodrigues; Anete Abramowicz; Ana Cristina Juvenal da Cruz","Ana Cristina Juvenal da Cruz; Tatiane Cosentino Rodrigues","RED"
"https://openalex.org/W4416664497","10.35168/2175-2613.utp.pens_ed.2025.vol20.n56.pp41-61","O neoliberalismo na educação: tendências na Base Nacional Comum Curricular (BNCC)","2025","CADERNOS DE PESQUISA PENSAMENTO EDUCACIONAL","https://openalex.org/S4210227930","1980-9700","https://doi.org/10.35168/2175-2613.utp.pens_ed.2025.vol20.n56.pp41-61","aberto","Raquel Franco Tassoni; Hellen Cristina Xavier da Silva Mattos; Maria Cristina da Silveira Galan Fernandes","Maria Cristina da Silveira Galan Fernandes","EPFH"
"https://openalex.org/W4416917098","10.5585/2025.29802","O uso da inteligência artificial na educação brasileira: promessas e ruínas de um país dependente","2025","EccoS – Revista Científica","https://openalex.org/S4210177415","1517-1949","https://doi.org/10.5585/2025.29802","aberto","João dos Reis Silva Júnior; Everton Henrique Eleutério Fargoni","Joao dos Reis Silva Junior","EPFH"
"https://openalex.org/W4414079878","10.1590/s1413-24782025300065","Obstacles in the dialectical process of institutionalizing public distance education","2025","Revista Brasileira de Educação","https://openalex.org/S2736711335","1413-2478","https://doi.org/10.1590/s1413-24782025300065","aberto","Braian Veloso; Daniel Mill","Braian Garrito Veloso; Daniel Ribeiro Silva Mill","ECS"
"https://openalex.org/W4407390711","10.1590/2526-8910.ctoao39423822","Occupational therapists’ practices in the context of gender and sexual dissidences: an overview of professional practice in Brazil","2025","Cadernos Brasileiros de Terapia Ocupacional ","https://openalex.org/S4210189390","0104-4931","https://doi.org/10.1590/2526-8910.ctoao39423822","aberto","Jaime Daniel Leite; Roseli Esquerdo Lopes","Roseli Esquerdo Lopes","HFSE"
"https://openalex.org/W4416121997","10.15448/1981-2582.2025.1.46419","Organização da aula para aprendizagem e convívio na diversidade","2025","Educação","https://openalex.org/S4210209057","0101-465X","https://doi.org/10.15448/1981-2582.2025.1.46419","aberto","Marciele Nazaré Coelho; Bruno Cortegoso Prezenszky; Roseli Rodrigues de Mello","Roseli Rodrigues de Mello","EETPC"
"https://openalex.org/W4414786133","10.1590/s1413-24782025300083","Overview of discourses on innovation and development in the academic field: the debate on the Legal Framework of Science, Technology and Innovation","2025","Revista Brasileira de Educação","https://openalex.org/S2736711335","1413-2478","https://doi.org/10.1590/s1413-24782025300083","aberto","Érico Lopes Pinheiro de Paula; José Carlos Rothen","Jose Carlos Rothen","EPFH"
"https://openalex.org/W4414786099","10.1590/s1413-24782025300082","Panorama dos discursos sobre inovação e desenvolvimento no campo acadêmico: o debate do Marco Legal de Ciência e Tecnologia e Inovação","2025","Revista Brasileira de Educação","https://openalex.org/S2736711335","1413-2478","https://doi.org/10.1590/s1413-24782025300082","aberto","Érico Lopes Pinheiro de Paula; José Carlos Rothen","Jose Carlos Rothen","EPFH"
"https://openalex.org/W4414541203","10.1590/2175-6236136456vs02","Partnerships in Education in the State of Minas Gerais: a study on the Trilhas de Futuro Program","2025","Educação & Realidade","https://openalex.org/S2739092582","0100-3143","https://doi.org/10.1590/2175-6236136456vs02","aberto","Vagno Emygdio Machado Dias; Bruno Leandro Silvério Morais","Vagno Emygdio Machado Dias","HFSE"
"https://openalex.org/W7117654331","10.14393/repod-v15n1a2026-79247","Plataformização da educação superior: privatização, padronização e alienação nos processos de ensino","2025","Revista Educação e Políticas em Debate","https://openalex.org/S4210220395","2238-8346","https://doi.org/10.14393/repod-v15n1a2026-79247","aberto","Braian Veloso; Claudinei Zagui Pareschi; Gustavo Carvalho Mauricio; Achilles Alves de Oliveira","Braian Garrito Veloso","ECS"
"https://openalex.org/W4411439461","10.1094/mpmi-03-25-0032-r","Population Genomics of Macrophomina spp. Reveals Cryptic Host Specialization and Evidence for Meiotic Recombination","2025","Molecular Plant-Microbe Interactions","https://openalex.org/S88768767","0894-0282","https://doi.org/10.1094/mpmi-03-25-0032-r","aberto","Kayla K. Pennerman; Polly H. Goldman; Christine Jade Dilla-Ermita; Géssica Priscila Ramos; José María Rosales Jaime; Juan Carlos López‐Hernández; José Ramos Muñoz; M. Avilés; C. Borrero; Apollo Gomez; Joseph M. Neal; Martin I. Chilvers; Viviana Ortiz; Eva H. Stukenbrock; Gustavo H. Goldman; A. Mengitsu; Horacio D. Lopez‐Nicora; Gabriel O. Sacher; Niloofar Vaghefi; Levente Kiss; J. Philipp Benz; Alexandre Reis Machado; Teresa E. Seijo; Natália A. Peres; Frank N. Martin; John C. Broome; Kelly Ivors; Glenn S. Cole; Steven J. Knapp; Dylan McFarlane; S.W. Mattner; M. Gambardella; Emile Gluck‐Thaler; Peter M. Henry","Gessica Priscila Ramos","EPFH"
"https://openalex.org/W4410441868","10.5216/ia.v50i1.79546","POTENCIALIZANDO A APRENDIZAGEM NA ESCOLA E A PESQUISA NA EDUCAÇÃO: A PREMISSA DA INTELIGÊNCIA CULTURAL","2025","Revista Inter-Ação","https://openalex.org/S2738165242","0101-7136","https://doi.org/10.5216/ia.v50i1.79546","aberto","Adriana Fernandes Coimbra Marigo; Roseli Rodrigues de Mello","Roseli Rodrigues de Mello; Adriana Fernandes Coimbra Marigo","EETPC; FPOAE"
"https://openalex.org/W4407363905","10.1590/2526-8910.ctoao39423821","Práticas de terapeutas ocupacionais no âmbito das dissidências de gênero e sexualidade: um panorama da atuação no Brasil","2025","Cadernos Brasileiros de Terapia Ocupacional ","https://openalex.org/S4210189390","0104-4931","https://doi.org/10.1590/2526-8910.ctoao39423821","aberto","Jaime Daniel Leite; Roseli Esquerdo Lopes","Roseli Esquerdo Lopes","HFSE"
"https://openalex.org/W4410299457","10.54033/cadpedv22n7-096","Práticas sociais e processos educativos: análise crítica das ações inclusivas do Ifes para alunos/as com deficiência(s) à luz de Freire e hooks","2025","Caderno Pedagógico","https://openalex.org/S4210173331","1516-6600","https://doi.org/10.54033/cadpedv22n7-096","aberto","Ana Paula Brasil; Vanessa Gomes Ferreira dos Santos; Débora Cristina Fonseca; Osmar Moreira de Souza Júnior","Débora Cristina Fonseca","EPFH"
"https://openalex.org/W4411767031","10.54886/ibersid.v19i1.5095","Presentación de artículos científicos","2025","Ibersid revista de sistemas de información y documentación","https://openalex.org/S4210183853","1888-0967","https://doi.org/10.54886/ibersid.v19i1.5095","aberto","José Augusto Chaves Guimarães; María Cristina Piumbato Innocentini Hayashi; Daniel Martínez‐Ávila","Maria Cristina Piumbato Innocentini Hayashi","HFSE"
"https://openalex.org/W4417452219","10.21814/rpe.38269","Pressupostos democráticos na relação com o outro e a mentoria de diretores escolares","2025","Revista Portuguesa de Educação","https://openalex.org/S2738465378","0871-9187","https://doi.org/10.21814/rpe.38269","aberto","Maria Cecília Luiz; Jéssica Veloso Morito; Michelle Barbosa; Aline Cristina de Souza","Maria Cecilia Luiz","ECS"
"https://openalex.org/W4409079248","10.22347/2175-2753v17i54.4431","Princípios e parâmetros para meta-avaliação de aspectos emancipatórios de autoavaliações institucionais na educação superior: uma avaliação de perspectiva democrático-subjetivista","2025","Revista Meta Avaliação","https://openalex.org/S4210200448","2175-2753","https://doi.org/10.22347/2175-2753v17i54.4431","aberto","Ivan dos Santos Oliveira; José Carlos Rothen","Jose Carlos Rothen","EPFH"
"https://openalex.org/W4410205394","10.24065/re.v15i1.2771","PROGRAMA NACIONAL DE EDUCAÇÃO DO CAMPO (PRONACAMPO)","2025","Revista Exitus","https://openalex.org/S4210238501","2236-2983","https://doi.org/10.24065/re.v15i1.2771","aberto","Wansley Ferreira de Freitas; Luiz Bezerra Neto","Luiz Bezerra Neto","EPFH"
"https://openalex.org/W4407564665","10.5195/biblios.2024.1144","Propetips","2025","Biblios Journal of Librarianship and Information Science","https://openalex.org/S2736540787","1562-4730","https://doi.org/10.5195/biblios.2024.1144","aberto","María Cristina Piumbato Innocentini Hayashi; José Augusto Chaves Guimarães","Maria Cristina Piumbato Innocentini Hayashi","HFSE"
"https://openalex.org/W4415916601","10.47236/2594-7036.2025.v9.1813","Refletindo a educação superior: uma abordagem à luz da teoria do desenvolvimento de Amartya Sen","2025","Revista Sítio Novo","https://openalex.org/S4210192338","2594-7036","https://doi.org/10.47236/2594-7036.2025.v9.1813","aberto","Maurício Reis Sousa do Nascimento; José Carlos Rothen","Jose Carlos Rothen","EPFH"
"https://openalex.org/W4408703760","10.37001/remat25269062v24id612","Registrar/Documentar/Experienciar o Jogo na Educação Infantil - Implicações à Formação Continuada de Professoras em Matemática","2025","Revista de Educação Matemática","https://openalex.org/S4210206594","1676-8868","https://doi.org/10.37001/remat25269062v24id612","aberto","Klinger Teodoro Ciríaco; Andressa Florcena Gama da Costa; J. C. Cruz","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4409910539","10.1590/s1678-4634202551x278366por","Saberes da prática educativa revelados por um mestre carpinteiro naval durante atuação como professor-formador","2025","Educação e Pesquisa","https://openalex.org/S2736467988","1517-9702","https://doi.org/10.1590/s1678-4634202551x278366por","aberto","Rayane de Jesus Santos Melo; Cármen Lúcia Brancaglion Passos","Carmen Lucia Brancaglion Passos","ECM"
"https://openalex.org/W7131869480","10.1590/1809-58442025127en","STUDENT ACTIVISM AND SOCIAL NETWORKS: Mobilization dynamics in the 2013 protests","2025","Intercom Revista Brasileira de Ciências da Comunicação","https://openalex.org/S4210175494","1809-5844","https://doi.org/10.1590/1809-58442025127en","aberto","Vinicius Oliveira Seabra Guimarães; Luís Antônio Groppo; Gislene da Silva; Lívia Furtado Borges","Luís Antonio Groppo","HFSE"
"https://openalex.org/W4414861261","10.21680/1984-3879.2025v25n01id37201","TECNOLOGIA, EDUCAÇÃO E PERSONALIDADE","2025","Saberes Revista interdisciplinar de Filosofia e Educação","https://openalex.org/S4387287186","1984-3879","https://doi.org/10.21680/1984-3879.2025v25n01id37201","aberto","Erika Giacometti Rocha Berribili; Luiz Roberto Gomes","Luiz Roberto Gomes","ECS"
"https://openalex.org/W7203931691","10.66451/rbep.v6i1.1137","Trabalhadores no sistema prisional de Minas Gerais - Brasil: relatos de experiência a partir dos saberes constituídos na práxis","2025","Revista Brasileira de Execução Penal","https://openalex.org/S4387282959","2675-1860","https://doi.org/10.66451/rbep.v6i1.1137","aberto","Marcos Melo de Oliveira; Elenice Maria Cammarosano Onofre; Karol Oliveira de Amorim Silva","Elenice Maria Cammarosano Onofre","EPFH"
"https://openalex.org/W4415008807","10.23925/1983-3156.2025v27i4p074-091","Trajetória e focos investigativos da pesquisa no GT19 da ANPEd","2025","Educação Matemática Pesquisa Revista do Programa de Estudos Pós-Graduados em Educação Matemática","https://openalex.org/S4210175120","1516-5388","https://doi.org/10.23925/1983-3156.2025v27i4p074-091","aberto","Flávia dos Santos Soares; Cármen Lúcia Brancaglion Passos; Maria Isabel Ramalho Ortigão","Carmen Lucia Brancaglion Passos","ECM"
"https://openalex.org/W4410000009","10.4025/rbhe.v25.2025.e374","Um eterno presente?","2025","Revista Brasileira de História da Educação","https://openalex.org/S4210217483","1519-5902","https://doi.org/10.4025/rbhe.v25.2025.e374","aberto","Marisa Bittar","Marisa Bittar","HFSE"
"https://openalex.org/W7117532813","10.21723/riaee.v20i00.2022201","Un giro necesario en la formación continuada del profesorado","2025","Revista Ibero-Americana de Estudos em Educação","https://openalex.org/S2737552301","1982-5587","https://doi.org/10.21723/riaee.v20i00.2022201","aberto","Roseli Rodrigues de Mello; Rafaela Maria Rodrigues; Bruno Cortegoso Prezenszky","Roseli Rodrigues de Mello","EETPC"
"https://openalex.org/W7124962897","10.36311/2447-780x.2025.v11.e025007","Upstander Intervention","2025","Revista do Instituto de Políticas Públicas de Marília","https://openalex.org/S4210219151","2447-780X","https://doi.org/10.36311/2447-780x.2025.v11.e025007","aberto","Acácio Rodrigo dos Reis Silva; Alexandre Rodrigo Nishiwaki da Silva; William Rossani dos Santos","Alexandre Rodrigo Nishiwaki da Silva","FPOAE"
"https://openalex.org/W4404604397","10.1177/15579883241299330","“A Man Has to Show That He Is a Man From a Young Age”: Intimate Partner Violence for Young Male University Students in Brazil","2024","American Journal of Men s Health","https://openalex.org/S90816027","1557-9883","https://doi.org/10.1177/15579883241299330","aberto","Caroline Izabela Silva; Daniella Yamada Baragatti; Natália Rejane Salim; Leticia Scotto; Clodomiro Alves; Caroline Grespan Forlani; Diene Monique Carlos","Natália Rejane Salim","PSPE"
"https://openalex.org/W4396770189","10.22481/odeere.v9i1.14628","“Antes de saber para onde vai, é preciso saber quem é”: entrevista com o professor Douglas Verrangia Corrêa da Silva sobre educação para as relações étnico-raciais, ensino de ciências e a lei 10.639/2003","2024","ODEERE","https://openalex.org/S4210213076","2525-4715","https://doi.org/10.22481/odeere.v9i1.14628","aberto","Fabiana Correia Moura; Douglas Verrangia","Douglas Verrangia Correa da Silva","RED"
"https://openalex.org/W4405495001","10.23925/1809-3876.2024v22e60628","""É só aplicar a fórmula: Δ = b2 - 4ac""","2024","Revista e-Curriculum","https://openalex.org/S4210187470","1809-3876","https://doi.org/10.23925/1809-3876.2024v22e60628","aberto","Klinger Teodoro Ciríaco; Maria Raquel Miotto Morelatti; João Pedro da Ponte","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4406100893","10.46312/pem.v17i48.22240","""É só trocar um porco por duas galinhas"": experiência com o pensamento algébrico nos anos iniciais no contexto de um grupo de estudos","2024","Perspectivas da Educação Matemática","https://openalex.org/S4210210130","1982-7652","https://doi.org/10.46312/pem.v17i48.22240","aberto","Jocelei Miranda da Silva; Klinger Teodoro Ciríaco","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4405670350","10.33532/revemop.e2024027","""Lúcia já vou indo""… e a Matemática também!","2024","Revemop","https://openalex.org/S4210236610","2596-0245","https://doi.org/10.33532/revemop.e2024027","aberto","Klinger Teodoro Ciríaco; Rebeca Souza de Miranda; Thaís de Almeida Brasil","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4405262780","10.1590/1981-7746-ojs2905","“O remédio mais usado em medicina é o próprio médico”: cuidado integral e profissionalismo na formação médica","2024","Trabalho Educação e Saúde","https://openalex.org/S2738869887","1678-1007","https://doi.org/10.1590/1981-7746-ojs2905","aberto","Marcelo Calazans Duarte de Menezes; Sheyla Ribeiro Rocha; LARISSA GABRIELLA DE SOUZA SÁ; Aline Guerra Aquilante","Aline Guerra Aquilante","PSPE"
"https://openalex.org/W4406691032","10.28998/redemat.v3i1.18308","""Professor, não tem mais prova?"" Experiências de estudantes de Pedagogia em movimento de produção de vídeos matemáticos","2024","Revista Diálogos em Educação Matemática","https://openalex.org/S5407027983","2764-9997","https://doi.org/10.28998/redemat.v3i1.18308","aberto","Klinger Teodoro Ciríaco; Rebeca Souza de Miranda","Klinger Teodoro Ciríaco","FPOAE"
"https://openalex.org/W4400909304","10.4025/imagenseduc.v14i1.64720","""WORLD CAFÉ"" NA PRÁTICA PEDAGÓGICA","2024","Imagens da Educação","https://openalex.org/S4210235954","2179-8427","https://doi.org/10.4025/imagenseduc.v14i1.64720","aberto","Andréa Cristina Peripato; Braian Veloso; Mara Silvia Pasian; Daniel Mill","Braian Garrito Veloso; Daniel Ribeiro Silva Mill","ECS"
"https://openalex.org/W4404962114","10.22478/ufpb.2359-7003.2024v33n1.70813","60 ANOS DO GOLPE MILITAR","2024","Revista Temas em Educação","https://openalex.org/S4210184948","0104-2777","https://doi.org/10.22478/ufpb.2359-7003.2024v33n1.70813","aberto","Marisa Bittar","Marisa Bittar","HFSE"
"https://openalex.org/W4402771538","10.14393/repod-v13n3a2024-75234","A “qualidade empresarial” e a “qualidade social” na reforma educacional: causas, consequências e disputas","2024","Revista Educação e Políticas em Debate","https://openalex.org/S4210220395","2238-8346","https://doi.org/10.14393/repod-v13n3a2024-75234","aberto","Regiane Helena Bertagna; Luana Costa Almeida","Luana Costa Almeida","EETPC"
"https://openalex.org/W4405177432","10.14244/reveduc.v18i1.6936","A BNCC na Educação Infantil: um estudo brasileiro sobre as fontes dos saberes docentes","2024","Revista Eletrônica de Educação","https://openalex.org/S2736679368","1982-7199","https://doi.org/10.14244/reveduc.v18i1.6936","aberto","Júlia Ines Pinheiro Bolota Pimenta; Aline Sommerhalder; Fernando Donizete Alves","Aline Sommerhalder; Fernando Donizete Alves","EETPC"
"https://openalex.org/W4394684353","10.5902/1984644483241","A burocracia da Nova Gestão Pública: o mundo paralelo da prestação de contas","2024","Educação (UFSM)","https://openalex.org/S2738869710","0101-9031","https://doi.org/10.5902/1984644483241","aberto","Géssica Priscila Ramos; Regilson Maciel Borges; Maria Cristina da Silveira Galan Fernandes; José Carlos Rothen; Ana Paula Silveira","Gessica Priscila Ramos; Jose Carlos Rothen; Maria Cristina da Silveira Galan Fernandes","EPFH"
